customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,engagement_score,charges_per_month,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
CUST-03821,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,37.4,163.58,0,0-12 months,3,32.716,66,3,163.58,1,3,1,5,At Risk
CUST-03822,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.76,4353.8,0,48+ months,2,72.56333333333333,11,2,4353.8,5,1,5,11,Loyal Customers
CUST-03823,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.06,1.4,0,0-12 months,4,0.7,69,4,1.4,1,4,1,6,Potential Loyalists
CUST-03824,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,81.08,181.45,1,0-12 months,3,90.725,69,3,181.45,1,3,1,5,At Risk
CUST-03825,Male,0,No,No,7,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),39.22,350.48,1,0-12 months,4,50.06857142857143,64,4,350.48,1,4,1,6,Potential Loyalists
CUST-03826,Female,0,No,Yes,17,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.48,1494.98,1,12-24 months,4,87.94,54,4,1494.98,2,4,3,9,Loyal Customers
CUST-03827,Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),103.59,1081.38,1,0-12 months,3,108.138,61,3,1081.38,1,3,3,7,Potential Loyalists
CUST-03828,Female,1,Yes,No,35,Yes,No,No,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,76.83,2588.37,0,24-48 months,3,73.95342857142857,36,3,2588.37,4,3,5,12,Champions
CUST-03829,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,71.15,110.84,1,0-12 months,4,55.42,69,4,110.84,1,4,1,6,Potential Loyalists
CUST-03830,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,43.15,456.68,1,0-12 months,3,45.668,61,3,456.68,1,3,1,5,At Risk
CUST-03831,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),109.23,6249.15,0,48+ months,1,109.63421052631578,14,1,6249.15,5,1,5,11,Loyal Customers
CUST-03832,Female,0,No,No,42,No,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,44.08,1909.42,0,24-48 months,2,45.462380952380954,29,2,1909.42,5,1,4,10,Loyal Customers
CUST-03833,Female,0,No,Yes,4,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.28,252.0,0,0-12 months,5,63.0,67,5,252.0,1,5,1,7,Potential Loyalists
CUST-03834,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),95.84,1184.92,1,12-24 months,3,91.14769230769231,58,3,1184.92,2,3,3,8,Potential Loyalists
CUST-03835,Female,0,Yes,Yes,12,Yes,Yes,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,95.94,1177.8,1,0-12 months,2,98.14999999999999,59,2,1177.8,2,1,3,6,Potential Loyalists
CUST-03836,Female,0,No,No,60,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),41.52,2467.38,0,48+ months,1,41.123000000000005,11,1,2467.38,5,1,4,10,Loyal Customers
CUST-03837,Female,1,Yes,No,29,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),25.03,795.61,0,24-48 months,5,27.434827586206897,42,5,795.61,4,5,2,11,Loyal Customers
CUST-03838,Female,0,Yes,Yes,38,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),77.58,2981.65,0,24-48 months,2,78.46447368421053,33,2,2981.65,4,1,5,10,Loyal Customers
CUST-03839,Male,0,Yes,No,27,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),23.46,614.96,0,24-48 months,4,22.776296296296298,44,4,614.96,4,4,2,10,Loyal Customers
CUST-03840,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,20.91,112.97,0,0-12 months,4,22.594,66,4,112.97,1,4,1,6,Potential Loyalists
CUST-03841,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),98.71,2523.56,0,24-48 months,1,100.94239999999999,46,1,2523.56,3,1,4,8,Potential Loyalists
CUST-03842,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.16,879.23,0,12-24 months,4,51.71941176470588,54,4,879.23,2,4,2,8,Potential Loyalists
CUST-03843,Male,0,Yes,No,28,No,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.16,879.39,0,24-48 months,3,31.406785714285714,43,3,879.39,4,3,2,9,Loyal Customers
CUST-03844,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),76.0,392.6,0,0-12 months,3,78.52000000000001,66,3,392.6,1,3,1,5,At Risk
CUST-03845,Male,1,Yes,Yes,23,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),64.78,1474.69,0,12-24 months,2,64.11695652173913,48,2,1474.69,3,1,3,7,Potential Loyalists
CUST-03846,Female,0,Yes,Yes,53,Yes,Yes,No,No,No,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),84.96,4523.5,0,48+ months,4,85.34905660377359,18,4,4523.5,5,4,5,14,Champions
CUST-03847,Male,0,No,No,20,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,88.11,1763.33,0,12-24 months,2,88.1665,51,2,1763.33,3,1,4,8,Potential Loyalists
CUST-03848,Male,0,No,No,29,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,27.22,737.53,0,24-48 months,2,25.43206896551724,42,2,737.53,4,1,2,7,Potential Loyalists
CUST-03849,Female,0,No,No,14,Yes,No,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,92.2,1312.19,0,12-24 months,4,93.72785714285715,57,4,1312.19,2,4,3,9,Loyal Customers
CUST-03850,Female,0,Yes,No,19,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,75.99,1471.37,1,12-24 months,5,77.44052631578947,52,5,1471.37,3,5,3,11,Loyal Customers
CUST-03851,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.16,654.59,1,12-24 months,1,46.75642857142857,57,1,654.59,2,1,2,5,At Risk
CUST-03852,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.14,1661.85,0,12-24 months,6,75.53863636363636,49,6,1661.85,3,5,4,12,Champions
CUST-03853,Male,0,No,No,71,No,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,75.42,5368.2,0,48+ months,0,75.60845070422535,0,0,5368.2,5,1,5,11,Loyal Customers
CUST-03854,Male,0,No,No,30,Yes,Yes,No,No internet service,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),37.06,1092.41,0,24-48 months,2,36.41366666666667,41,2,1092.41,4,1,3,8,Potential Loyalists
CUST-03855,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),95.14,314.01,0,0-12 months,5,104.67,68,5,314.01,1,5,1,7,Potential Loyalists
CUST-03856,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),30.61,826.07,1,24-48 months,4,28.485172413793105,42,4,826.07,4,4,2,10,Loyal Customers
CUST-03857,Female,0,No,No,21,No,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,One year,Yes,Electronic check,86.93,1890.33,1,12-24 months,1,90.01571428571428,50,1,1890.33,3,1,4,8,Potential Loyalists
CUST-03858,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.72,451.55,0,12-24 months,3,26.561764705882354,54,3,451.55,2,3,1,6,Potential Loyalists
CUST-03859,Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),73.52,4238.9,0,48+ months,3,73.08448275862068,13,3,4238.9,5,3,5,13,Champions
CUST-03860,Male,0,No,No,54,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.54,1784.77,0,48+ months,2,33.05129629629629,17,2,1784.77,5,1,4,10,Loyal Customers
CUST-03861,Female,0,Yes,No,40,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),103.54,4146.26,0,24-48 months,3,103.65650000000001,31,3,4146.26,5,3,5,13,Champions
CUST-03862,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),101.35,155.89,1,0-12 months,2,155.89,70,2,155.89,1,1,1,3,Lost
CUST-03863,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.89,1427.96,1,12-24 months,6,109.84307692307692,58,6,1427.96,2,5,3,10,Loyal Customers
CUST-03864,Female,0,Yes,Yes,21,Yes,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),43.76,982.38,1,12-24 months,4,46.78,50,4,982.38,3,4,2,9,Loyal Customers
CUST-03865,Female,0,No,No,4,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,408.82,0,0-12 months,5,102.205,67,5,408.82,1,5,1,7,Potential Loyalists
CUST-03866,Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.76,399.4,0,0-12 months,2,57.05714285714286,64,2,399.4,1,1,1,3,Lost
CUST-03867,Male,1,Yes,No,35,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,73.07,2468.58,0,24-48 months,3,70.53085714285714,36,3,2468.58,4,3,4,11,Loyal Customers
CUST-03868,Male,0,Yes,No,42,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,94.72,3914.42,0,24-48 months,3,93.2004761904762,29,3,3914.42,5,3,5,13,Champions
CUST-03869,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),52.77,1241.22,0,12-24 months,5,51.7175,47,5,1241.22,3,5,3,11,Loyal Customers
CUST-03870,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,37.42,1076.0,0,24-48 months,3,38.42857142857143,43,3,1076.0,4,3,3,10,Loyal Customers
CUST-03871,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,65.96,775.63,1,0-12 months,3,70.51181818181819,60,3,775.63,1,3,2,6,Potential Loyalists
CUST-03872,Female,0,No,Yes,17,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,28.85,488.11,1,12-24 months,4,28.712352941176473,54,4,488.11,2,4,1,7,Potential Loyalists
CUST-03873,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,35.51,2422.98,0,48+ months,4,35.63205882352941,3,4,2422.98,5,4,4,13,Champions
CUST-03874,Male,0,No,Yes,20,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,83.32,1550.65,1,12-24 months,3,77.5325,51,3,1550.65,3,3,3,9,Loyal Customers
CUST-03875,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.39,142.97,0,0-12 months,5,47.656666666666666,68,5,142.97,1,5,1,7,Potential Loyalists
CUST-03876,Male,0,Yes,No,5,No,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.32,331.9,0,0-12 months,3,66.38,66,3,331.9,1,3,1,5,At Risk
CUST-03877,Male,0,Yes,No,37,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),49.67,1860.23,0,24-48 months,3,50.27648648648649,34,3,1860.23,4,3,4,11,Loyal Customers
CUST-03878,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,71.09,2614.03,0,24-48 months,4,70.64945945945946,34,4,2614.03,4,4,5,13,Champions
CUST-03879,Male,0,No,Yes,19,Yes,No,No,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,65.25,1214.71,0,12-24 months,3,63.932105263157894,52,3,1214.71,3,3,3,9,Loyal Customers
CUST-03880,Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,43.32,787.53,0,12-24 months,4,49.220625,55,4,787.53,2,4,2,8,Potential Loyalists
CUST-03881,Male,0,No,No,31,Yes,No,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,75.93,2284.91,0,24-48 months,3,73.70677419354838,40,3,2284.91,4,3,4,11,Loyal Customers
CUST-03882,Male,0,Yes,Yes,51,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),98.0,5066.33,0,48+ months,3,99.33980392156863,20,3,5066.33,5,3,5,13,Champions
CUST-03883,Female,1,Yes,Yes,16,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,50.08,832.46,1,12-24 months,3,52.02875,55,3,832.46,2,3,2,7,Potential Loyalists
CUST-03884,Male,0,Yes,No,28,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,26.0,721.7,0,24-48 months,2,25.775000000000002,43,2,721.7,4,1,2,7,Potential Loyalists
CUST-03885,Male,0,Yes,No,59,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,51.72,3161.6,0,48+ months,3,53.5864406779661,12,3,3161.6,5,3,5,13,Champions
CUST-03886,Male,0,No,No,41,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.64,2647.02,0,24-48 months,4,64.56146341463415,30,4,2647.02,5,4,5,14,Champions
CUST-03887,Male,0,No,No,45,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),79.3,3525.65,0,24-48 months,3,78.34777777777778,26,3,3525.65,5,3,5,13,Champions
CUST-03888,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),82.69,3897.13,0,24-48 months,3,82.91765957446809,24,3,3897.13,5,3,5,13,Champions
CUST-03889,Male,0,Yes,No,26,No,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.92,1653.71,0,24-48 months,2,63.60423076923077,45,2,1653.71,4,1,4,9,Loyal Customers
CUST-03890,Female,1,No,No,27,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,56.49,1552.86,1,24-48 months,4,57.51333333333333,44,4,1552.86,4,4,3,11,Loyal Customers
CUST-03891,Female,0,No,No,24,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.97,2612.27,1,12-24 months,3,108.84458333333333,47,3,2612.27,3,3,5,11,Loyal Customers
CUST-03892,Female,0,Yes,No,29,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,One year,No,Electronic check,46.05,1368.71,0,24-48 months,5,47.19689655172414,42,5,1368.71,4,5,3,12,Champions
CUST-03893,Male,0,Yes,Yes,9,No,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.26,744.44,1,0-12 months,3,82.71555555555557,62,3,744.44,1,3,2,6,Potential Loyalists
CUST-03894,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,75.36,2554.94,0,24-48 months,3,77.42242424242424,38,3,2554.94,4,3,5,12,Champions
CUST-03895,Male,0,No,No,66,Yes,No,DSL,No,No,No internet service,No,No,No,Two year,Yes,Electronic check,83.23,5533.19,0,48+ months,1,83.83621212121211,5,1,5533.19,5,1,5,11,Loyal Customers
CUST-03896,Male,0,Yes,No,13,No,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,43.5,457.04,1,12-24 months,3,35.15692307692308,58,3,457.04,2,3,1,6,Potential Loyalists
CUST-03897,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),78.43,3179.05,0,24-48 months,3,77.53780487804879,30,3,3179.05,5,3,5,13,Champions
CUST-03898,Male,1,Yes,No,9,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,28.05,314.76,0,0-12 months,3,34.97333333333333,62,3,314.76,1,3,1,5,At Risk
CUST-03899,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,59.74,3214.45,0,48+ months,4,59.52685185185185,17,4,3214.45,5,4,5,14,Champions
CUST-03900,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,105.58,103.81,1,0-12 months,3,103.81,70,3,103.81,1,3,1,5,At Risk
CUST-03901,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.41,2530.55,1,24-48 months,2,101.22200000000001,46,2,2530.55,3,1,4,8,Potential Loyalists
CUST-03902,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),71.11,4805.83,0,48+ months,4,70.67397058823529,3,4,4805.83,5,4,5,14,Champions
CUST-03903,Male,0,No,No,4,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,105.07,313.04,1,0-12 months,3,78.26,67,3,313.04,1,3,1,5,At Risk
CUST-03904,Female,0,No,No,30,Yes,No,No,No,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,57.93,1807.01,0,24-48 months,2,60.233666666666664,41,2,1807.01,4,1,4,9,Loyal Customers
CUST-03905,Female,1,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),49.42,966.54,1,12-24 months,5,48.327,51,5,966.54,3,5,2,10,Loyal Customers
CUST-03906,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,55.62,554.87,0,0-12 months,3,55.487,61,3,554.87,1,3,1,5,At Risk
CUST-03907,Male,0,Yes,No,28,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,69.84,1945.79,0,24-48 months,3,69.49249999999999,43,3,1945.79,4,3,4,11,Loyal Customers
CUST-03908,Female,1,Yes,Yes,42,Yes,No,No,Yes,No,No,No,No internet service,Yes,One year,No,Electronic check,29.73,1224.41,0,24-48 months,3,29.152619047619048,29,3,1224.41,5,3,3,11,Loyal Customers
CUST-03909,Male,0,No,No,6,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,89.66,494.8,0,0-12 months,2,82.46666666666667,65,2,494.8,1,1,1,3,Lost
CUST-03910,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,72.01,1935.27,0,24-48 months,3,71.67666666666666,44,3,1935.27,4,3,4,11,Loyal Customers
CUST-03911,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.03,1464.92,0,12-24 months,3,61.038333333333334,47,3,1464.92,3,3,3,9,Loyal Customers
CUST-03912,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,20.85,318.75,0,0-12 months,4,26.5625,59,4,318.75,2,4,1,7,Potential Loyalists
CUST-03913,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,No,Electronic check,89.06,3890.37,0,24-48 months,4,90.47372093023256,28,4,3890.37,5,4,5,14,Champions
CUST-03914,Female,0,No,No,65,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Two year,No,Bank transfer (automatic),32.39,2133.01,0,48+ months,3,32.815538461538466,6,3,2133.01,5,3,4,12,Champions
CUST-03915,Male,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,58.57,201.77,0,0-12 months,4,67.25666666666667,68,4,201.77,1,4,1,6,Potential Loyalists
CUST-03916,Female,1,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,One year,No,Mailed check,87.95,1674.03,0,12-24 months,4,83.7015,51,4,1674.03,3,4,4,11,Loyal Customers
CUST-03917,Female,0,No,No,1,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,39.43,95.98,0,0-12 months,3,95.98,70,3,95.98,1,3,1,5,At Risk
CUST-03918,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,103.35,1837.84,0,12-24 months,5,102.10222222222222,53,5,1837.84,2,5,4,11,Loyal Customers
CUST-03919,Female,0,Yes,No,47,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),36.08,1763.27,0,24-48 months,6,37.516382978723406,24,6,1763.27,5,5,4,14,Champions
CUST-03920,Male,0,No,No,67,No,Yes,No,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,57.17,3915.26,0,48+ months,4,58.43671641791045,4,4,3915.26,5,4,5,14,Champions
CUST-03921,Male,1,Yes,No,4,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,39.1,144.32,0,0-12 months,3,36.08,67,3,144.32,1,3,1,5,At Risk
CUST-03922,Female,0,Yes,No,22,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),43.13,836.73,0,12-24 months,4,38.033181818181816,49,4,836.73,3,4,2,9,Loyal Customers
CUST-03923,Male,0,No,No,24,No,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),50.43,1221.89,0,12-24 months,3,50.912083333333335,47,3,1221.89,3,3,3,9,Loyal Customers
CUST-03924,Female,0,No,Yes,40,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,65.64,2567.74,0,24-48 months,4,64.1935,31,4,2567.74,5,4,5,14,Champions
CUST-03925,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.27,995.8,0,12-24 months,2,71.12857142857142,57,2,995.8,2,1,2,5,At Risk
CUST-03926,Male,1,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,42.4,1388.65,0,24-48 months,5,42.080303030303035,38,5,1388.65,4,5,3,12,Champions
CUST-03927,Male,0,No,No,31,Yes,No,No,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,35.52,1148.5,0,24-48 months,3,37.04838709677419,40,3,1148.5,4,3,3,10,Loyal Customers
CUST-03928,Female,0,No,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,43.31,1884.82,0,24-48 months,4,43.83302325581395,28,4,1884.82,5,4,4,13,Champions
CUST-03929,Female,0,Yes,No,14,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.06,1533.79,1,12-24 months,4,109.55642857142857,57,4,1533.79,2,4,3,9,Loyal Customers
CUST-03930,Male,0,No,No,58,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,70.72,4062.04,0,48+ months,2,70.0351724137931,13,2,4062.04,5,1,5,11,Loyal Customers
CUST-03931,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,87.13,317.74,1,0-12 months,2,105.91333333333334,68,2,317.74,1,1,1,3,Lost
CUST-03932,Male,1,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),86.44,3150.59,0,24-48 months,3,87.5163888888889,35,3,3150.59,4,3,5,12,Champions
CUST-03933,Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),107.9,2083.77,0,12-24 months,4,109.67210526315789,52,4,2083.77,3,4,4,11,Loyal Customers
CUST-03934,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.64,294.5,1,0-12 months,7,98.16666666666667,68,7,294.5,1,5,1,7,Potential Loyalists
CUST-03935,Male,0,No,Yes,12,Yes,Yes,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,41.57,540.3,0,0-12 months,2,45.025,59,2,540.3,2,1,1,4,At Risk
CUST-03936,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),45.78,926.31,1,12-24 months,4,42.105,49,4,926.31,3,4,2,9,Loyal Customers
CUST-03937,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),69.73,319.77,0,0-12 months,4,63.95399999999999,66,4,319.77,1,4,1,6,Potential Loyalists
CUST-03938,Female,1,No,Yes,10,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,85.64,905.13,0,0-12 months,1,90.513,61,1,905.13,1,1,2,4,At Risk
